"","Param","Date","Year","Units","Month","Result"
"7470","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.61
"7471","pH",2009-08-26,2009,"pH","Aug",6.87
"7472","pH",2009-08-26,2009,"pH","Aug",7.19
"7473","Temperature, water",2009-08-26,2009,"deg C","Aug",13.62
"7474","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.79
"7475","Temperature, water",2009-08-26,2009,"deg C","Aug",13.76
"7476","pH",2009-08-26,2009,"pH","Aug",7.33
"7477","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.79
"7478","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.34
"7479","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.43
"7480","pH",2009-08-26,2009,"pH","Aug",7.19
"7481","Temperature, water",2009-08-26,2009,"deg C","Aug",9.05
"7482","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.75
"7483","pH",2009-08-26,2009,"pH","Aug",6.94
"7484","Temperature, water",2009-08-26,2009,"deg C","Aug",14.38
"7485","pH",2009-08-26,2009,"pH","Aug",6.74
"7486","Temperature, water",2009-08-26,2009,"deg C","Aug",13.02
"7487","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.78
"7488","pH",2009-08-26,2009,"pH","Aug",6.89
"7489","Temperature, water",2009-08-26,2009,"deg C","Aug",14.37
"7490","pH",2009-08-26,2009,"pH","Aug",7.21
"7491","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.9
"7492","Temperature, water",2009-08-26,2009,"deg C","Aug",13.59
"7493","pH",2009-08-26,2009,"pH","Aug",7.35
"7494","Temperature, water",2009-08-26,2009,"deg C","Aug",13.74
"7495","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.88
"7496","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.36
"7497","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.44
"7498","Temperature, water",2009-08-26,2009,"deg C","Aug",9.04
"7499","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.75
"7500","pH",2009-08-26,2009,"pH","Aug",7.19
"7501","pH",2009-08-26,2009,"pH","Aug",6.94
"7502","Temperature, water",2009-08-26,2009,"deg C","Aug",14.4
"7503","pH",2009-08-26,2009,"pH","Aug",6.75
"7504","Temperature, water",2009-08-26,2009,"deg C","Aug",13.04
"7505","pH",2009-08-26,2009,"pH","Aug",6.9
"7506","Temperature, water",2009-08-26,2009,"deg C","Aug",14.42
"7507","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",7.94
"7508","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.05
"7509","Temperature, water",2009-08-26,2009,"deg C","Aug",13.59
"7510","pH",2009-08-26,2009,"pH","Aug",7.23
"7511","pH",2009-08-26,2009,"pH","Aug",7.37
"7512","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.98
"7513","Temperature, water",2009-08-26,2009,"deg C","Aug",13.71
"7514","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.37
"7515","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.43
"7516","Temperature, water",2009-08-26,2009,"deg C","Aug",9.03
"7517","pH",2009-08-26,2009,"pH","Aug",7.2
"7518","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.81
"7519","Temperature, water",2009-08-26,2009,"deg C","Aug",14.42
"7520","pH",2009-08-26,2009,"pH","Aug",6.95
"7521","Temperature, water",2009-08-26,2009,"deg C","Aug",13.06
"7522","pH",2009-08-26,2009,"pH","Aug",6.76
"7523","Temperature, water",2009-08-26,2009,"deg C","Aug",14.45
"7524","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.14
"7525","pH",2009-08-26,2009,"pH","Aug",6.91
"7526","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.2
"7527","Temperature, water",2009-08-26,2009,"deg C","Aug",13.6
"7528","pH",2009-08-26,2009,"pH","Aug",7.26
"7529","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.1
"7530","pH",2009-08-26,2009,"pH","Aug",7.41
"7531","Temperature, water",2009-08-26,2009,"deg C","Aug",13.71
"7532","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.38
"7533","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.44
"7534","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.79
"7535","Temperature, water",2009-08-26,2009,"deg C","Aug",9.03
"7536","pH",2009-08-26,2009,"pH","Aug",7.2
"7537","pH",2009-08-26,2009,"pH","Aug",6.96
"7538","Temperature, water",2009-08-26,2009,"deg C","Aug",14.44
"7539","pH",2009-08-26,2009,"pH","Aug",6.79
"7540","Temperature, water",2009-08-26,2009,"deg C","Aug",13.08
"7541","Temperature, water",2009-08-26,2009,"deg C","Aug",14.52
"7542","pH",2009-08-26,2009,"pH","Aug",6.92
"7543","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.36
"7544","Temperature, water",2009-08-26,2009,"deg C","Aug",13.63
"7545","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.32
"7546","pH",2009-08-26,2009,"pH","Aug",7.3
"7547","Temperature, water",2009-08-26,2009,"deg C","Aug",13.72
"7548","pH",2009-08-26,2009,"pH","Aug",7.44
"7549","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.2
"7550","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.38
"7551","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.42
"7552","Temperature, water",2009-08-26,2009,"deg C","Aug",9.03
"7553","pH",2009-08-26,2009,"pH","Aug",7.2
"7554","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.8
"7555","Temperature, water",2009-08-26,2009,"deg C","Aug",14.47
"7556","pH",2009-08-26,2009,"pH","Aug",6.96
"7557","pH",2009-08-26,2009,"pH","Aug",6.8
"7558","Temperature, water",2009-08-26,2009,"deg C","Aug",13.15
"7559","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.55
"7560","Temperature, water",2009-08-26,2009,"deg C","Aug",14.6
"7561","pH",2009-08-26,2009,"pH","Aug",6.93
"7562","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.41
"7563","Temperature, water",2009-08-26,2009,"deg C","Aug",13.68
"7564","pH",2009-08-26,2009,"pH","Aug",7.33
"7565","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.33
"7566","Temperature, water",2009-08-26,2009,"deg C","Aug",13.77
"7567","pH",2009-08-26,2009,"pH","Aug",7.49
"7568","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.4
"7569","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.43
"7570","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.77
"7571","pH",2009-08-26,2009,"pH","Aug",7.21
"7572","Temperature, water",2009-08-26,2009,"deg C","Aug",9.04
"7573","pH",2009-08-26,2009,"pH","Aug",6.97
"7574","Temperature, water",2009-08-26,2009,"deg C","Aug",14.52
"7575","pH",2009-08-26,2009,"pH","Aug",6.82
"7576","Temperature, water",2009-08-26,2009,"deg C","Aug",13.22
"7577","Temperature, water",2009-08-26,2009,"deg C","Aug",14.71
"7578","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.73
"7579","pH",2009-08-26,2009,"pH","Aug",6.95
"7580","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.42
"7581","Temperature, water",2009-08-26,2009,"deg C","Aug",13.82
"7582","pH",2009-08-26,2009,"pH","Aug",7.52
"7583","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.43
"7584","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.42
"7585","Temperature, water",2009-08-26,2009,"deg C","Aug",9.05
"7586","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.81
"7587","pH",2009-08-26,2009,"pH","Aug",7.21
"7588","pH",2009-08-26,2009,"pH","Aug",6.98
"7589","Temperature, water",2009-08-26,2009,"deg C","Aug",14.63
"7590","pH",2009-08-26,2009,"pH","Aug",6.83
"7591","Temperature, water",2009-08-26,2009,"deg C","Aug",13.3
"7592","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.89
"7593","Temperature, water",2009-08-26,2009,"deg C","Aug",14.81
"7594","pH",2009-08-26,2009,"pH","Aug",6.96
"7595","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.44
"7596","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.44
"7597","Temperature, water",2009-08-26,2009,"deg C","Aug",9.08
"7598","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.82
"7599","pH",2009-08-26,2009,"pH","Aug",7.22
"7600","Temperature, water",2009-08-26,2009,"deg C","Aug",14.78
"7601","pH",2009-08-26,2009,"pH","Aug",6.99
"7602","Temperature, water",2009-08-26,2009,"deg C","Aug",13.41
"7603","pH",2009-08-26,2009,"pH","Aug",6.86
"7604","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.09
"7605","Temperature, water",2009-08-26,2009,"deg C","Aug",14.96
"7606","pH",2009-08-26,2009,"pH","Aug",6.92
"7607","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.49
"7608","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",1.43
"7609","Temperature, water",2009-08-26,2009,"deg C","Aug",9.12
"7610","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.84
"7611","pH",2009-08-26,2009,"pH","Aug",7.23
"7612","Temperature, water",2009-08-26,2009,"deg C","Aug",14.92
"7613","pH",2009-08-26,2009,"pH","Aug",7
"7614","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.48
"7615","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.83
"7616","Temperature, water",2009-08-26,2009,"deg C","Aug",9.16
"7617","pH",2009-08-26,2009,"pH","Aug",7.23
"7618","pH",2009-08-26,2009,"pH","Aug",7.01
"7619","Temperature, water",2009-08-26,2009,"deg C","Aug",15.07
"7620","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",8.48
"7621","Temperature, water",2009-08-26,2009,"deg C","Aug",9.22
"7622","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.83
"7623","pH",2009-08-26,2009,"pH","Aug",7.24
"7624","pH",2009-08-26,2009,"pH","Aug",7.24
"7625","Temperature, water",2009-08-26,2009,"deg C","Aug",9.3
"7626","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.8
"7627","Temperature, water",2009-08-26,2009,"deg C","Aug",9.39
"7628","pH",2009-08-26,2009,"pH","Aug",7.25
"7629","Dissolved Oxygen",2009-08-26,2009,"mg/L","Aug",9.83
"7630","Temperature, water",2002-09-03,2002,"deg C","Sep",14.81
"7631","Dissolved Oxygen",2002-09-03,2002,"mg/L","Sep",9.6
"7632","Dissolved Oxygen",2002-09-03,2002,"mg/L","Sep",9.58
"7633","pH",2002-09-03,2002,"pH","Sep",7.84
"7634","pH",2002-09-03,2002,"pH","Sep",7.29
"7635","Temperature, water",2002-09-03,2002,"deg C","Sep",16
"7636","Dissolved Oxygen",2002-09-03,2002,"mg/L","Sep",9.55
"7637","Dissolved Oxygen",2002-09-03,2002,"mg/L","Sep",10.35
"7638","pH",2002-09-03,2002,"pH","Sep",8.31
"7639","Temperature, water",2002-09-03,2002,"deg C","Sep",15.86
"7640","Temperature, water",2002-09-03,2002,"deg C","Sep",15.56
"7641","Dissolved Oxygen",2002-09-03,2002,"mg/L","Sep",7.35
"7642","pH",2002-09-03,2002,"pH","Sep",7.42
"7643","Dissolved Oxygen",2002-09-03,2002,"mg/L","Sep",11.08
"7644","pH",2002-09-03,2002,"pH","Sep",8.63
"7645","Temperature, water",2002-09-03,2002,"deg C","Sep",16.82
"7646","Dissolved Oxygen",2002-09-03,2002,"mg/L","Sep",10.62
"7647","Temperature, water",2002-09-03,2002,"deg C","Sep",18.24
"7648","pH",2002-09-03,2002,"pH","Sep",8.93
"7649","Dissolved Oxygen",2002-09-03,2002,"mg/L","Sep",11.1
"7650","Temperature, water",2002-09-03,2002,"deg C","Sep",18.96
"7651","pH",2002-09-03,2002,"pH","Sep",9.04
"7652","Dissolved Oxygen",2002-09-03,2002,"mg/L","Sep",10.43
"7653","pH",2014-09-09,2014,"pH","Sep",7.27
"7654","Temperature, water",2014-09-09,2014,"deg C","Sep",13.89
"7655","Dissolved Oxygen",2014-09-09,2014,"mg/L","Sep",9.95
"7656","pH",2014-09-09,2014,"pH","Sep",7.55
"7657","Temperature, water",2014-09-09,2014,"deg C","Sep",13.88
"7658","Dissolved Oxygen",2014-09-09,2014,"mg/L","Sep",9.74
"7659","pH",2014-09-09,2014,"pH","Sep",7.76
"7660","Temperature, water",2014-09-09,2014,"deg C","Sep",13.32
"7661","Dissolved Oxygen",2014-09-09,2014,"mg/L","Sep",9.62
"7662","pH",2014-09-09,2014,"pH","Sep",8.22
"7663","Temperature, water",2014-09-09,2014,"deg C","Sep",8.34
"7664","Dissolved Oxygen",2014-09-09,2014,"mg/L","Sep",12.69
"7665","pH",2014-09-09,2014,"pH","Sep",8.51
"7666","Temperature, water",2014-09-09,2014,"deg C","Sep",15.04
"7667","Dissolved Oxygen",2014-09-09,2014,"mg/L","Sep",10.89
"7668","pH",2002-09-17,2002,"pH","Sep",7.73
"7669","Dissolved Oxygen",2002-09-17,2002,"mg/L","Sep",9.54
"7670","Dissolved Oxygen",2002-09-17,2002,"mg/L","Sep",9.75
"7671","Temperature, water",2002-09-17,2002,"deg C","Sep",12.97
"7672","Temperature, water",2002-09-17,2002,"deg C","Sep",14.4
"7673","pH",2002-09-17,2002,"pH","Sep",7.11
"7674","Dissolved Oxygen",2002-09-17,2002,"mg/L","Sep",8.47
"7675","Temperature, water",2002-09-17,2002,"deg C","Sep",13.32
"7676","pH",2002-09-17,2002,"pH","Sep",7.84
"7677","Dissolved Oxygen",2002-09-17,2002,"mg/L","Sep",9.93
"7678","Dissolved Oxygen",2002-09-17,2002,"mg/L","Sep",9.7
"7679","Dissolved Oxygen",2002-09-17,2002,"mg/L","Sep",9.78
"7680","Temperature, water",2002-09-17,2002,"deg C","Sep",13.83
"7681","pH",2002-09-17,2002,"pH","Sep",7.85
"7682","pH",2002-09-17,2002,"pH","Sep",8.05
"7683","Dissolved Oxygen",2002-09-17,2002,"mg/L","Sep",10.02
"7684","Temperature, water",2002-09-17,2002,"deg C","Sep",14.43
"7685","pH",2018-09-17,2018,"pH","Sep",7.89
"7686","Temperature, water",2018-09-17,2018,"deg C","Sep",7.31
"7687","Dissolved Oxygen",2018-09-17,2018,"mg/L","Sep",10.72
"7688","pH",2018-09-17,2018,"pH","Sep",7.74
"7689","Temperature, water",2018-09-17,2018,"deg C","Sep",8.31
"7690","Dissolved Oxygen",2018-09-17,2018,"mg/L","Sep",10.33
"7691","Temperature, water",2002-09-19,2002,"deg C","Sep",9.7
"7692","Temperature, water",2002-09-19,2002,"deg C","Sep",10.4
"7693","Temperature, water",2002-09-19,2002,"deg C","Sep",12.6
"7694","Temperature, water",2002-09-19,2002,"deg C","Sep",12.3
"7695","Temperature, water",2002-09-19,2002,"deg C","Sep",14.7
"7696","Temperature, water",2002-09-19,2002,"deg C","Sep",14.5
"7697","Temperature, water",2002-09-19,2002,"deg C","Sep",15.7
"7698","Temperature, water",2002-09-19,2002,"deg C","Sep",17
"7699","Temperature, water",2002-09-19,2002,"deg C","Sep",15.6
"7700","Temperature, water",2002-09-19,2002,"deg C","Sep",14.7
"7701","Temperature, water",2002-09-19,2002,"deg C","Sep",17.3
"7702","Temperature, water",2002-09-19,2002,"deg C","Sep",16.6
"7703","pH",2016-09-20,2016,"pH","Sep",7.51
"7704","Temperature, water",2016-09-20,2016,"deg C","Sep",10.4
"7705","pH",2016-09-20,2016,"pH","Sep",7.43
"7706","Temperature, water",2016-09-20,2016,"deg C","Sep",11.1
"7707","pH",2014-09-23,2014,"pH","Sep",7.28
"7708","Temperature, water",2014-09-23,2014,"deg C","Sep",14.23
"7709","Dissolved Oxygen",2014-09-23,2014,"mg/L","Sep",9.13
"7710","pH",2014-09-23,2014,"pH","Sep",7.22
"7711","Temperature, water",2014-09-23,2014,"deg C","Sep",15.58
"7712","Dissolved Oxygen",2014-09-23,2014,"mg/L","Sep",9.34
"7713","pH",2014-09-23,2014,"pH","Sep",7.36
"7714","Temperature, water",2014-09-23,2014,"deg C","Sep",13.84
"7715","Dissolved Oxygen",2014-09-23,2014,"mg/L","Sep",9.73
"7716","pH",2014-09-23,2014,"pH","Sep",8.26
"7717","Temperature, water",2014-09-23,2014,"deg C","Sep",15.21
"7718","Dissolved Oxygen",2014-09-23,2014,"mg/L","Sep",10.56
"7719","pH",2014-09-23,2014,"pH","Sep",8.27
"7720","Temperature, water",2014-09-23,2014,"deg C","Sep",15.71
"7721","Dissolved Oxygen",2014-09-23,2014,"mg/L","Sep",10.42
"7722","pH",2014-10-07,2014,"pH","Oct",7.45
"7723","Temperature, water",2014-10-07,2014,"deg C","Oct",11.93
"7724","Dissolved Oxygen",2014-10-07,2014,"mg/L","Oct",9.02
"7725","pH",2014-10-07,2014,"pH","Oct",7.35
"7726","Temperature, water",2014-10-07,2014,"deg C","Oct",13.86
"7727","Dissolved Oxygen",2014-10-07,2014,"mg/L","Oct",8.84
"7728","pH",2014-10-07,2014,"pH","Oct",7.72
"7729","Temperature, water",2014-10-07,2014,"deg C","Oct",11.41
"7730","Dissolved Oxygen",2014-10-07,2014,"mg/L","Oct",9.79
"7731","pH",2014-10-07,2014,"pH","Oct",7.84
"7732","Temperature, water",2014-10-07,2014,"deg C","Oct",12.04
"7733","Dissolved Oxygen",2014-10-07,2014,"mg/L","Oct",10.23
"7734","pH",2014-10-07,2014,"pH","Oct",7.84
"7735","Temperature, water",2014-10-07,2014,"deg C","Oct",12.42
"7736","Dissolved Oxygen",2014-10-07,2014,"mg/L","Oct",10.09
"7737","Temperature, water",2002-10-15,2002,"deg C","Oct",9.9
"7738","Temperature, water",2002-10-15,2002,"deg C","Oct",10.3
"7739","Temperature, water",2002-10-15,2002,"deg C","Oct",5
"7740","Temperature, water",2002-10-15,2002,"deg C","Oct",6.4
"7741","pH",2002-10-15,2002,"pH","Oct",7.83
"7742","Temperature, water",2002-10-15,2002,"deg C","Oct",6.47
"7743","Dissolved Oxygen",2002-10-15,2002,"mg/L","Oct",12.25
"7744","pH",2002-10-15,2002,"pH","Oct",7.32
"7745","Dissolved Oxygen",2002-10-15,2002,"mg/L","Oct",10.59
"7746","Dissolved Oxygen",2002-10-15,2002,"mg/L","Oct",11.13
"7747","Temperature, water",2002-10-15,2002,"deg C","Oct",9.8
"7748","pH",2002-10-15,2002,"pH","Oct",8.28
"7749","Dissolved Oxygen",2002-10-15,2002,"mg/L","Oct",12.65
"7750","Temperature, water",2002-10-15,2002,"deg C","Oct",7.76
"7751","Temperature, water",2002-10-15,2002,"deg C","Oct",7.8
"7752","Temperature, water",2002-10-15,2002,"deg C","Oct",10
"7753","pH",2002-10-15,2002,"pH","Oct",8.35
"7754","Temperature, water",2002-10-15,2002,"deg C","Oct",7.89
"7755","Dissolved Oxygen",2002-10-15,2002,"mg/L","Oct",12.45
"7756","Dissolved Oxygen",2002-10-15,2002,"mg/L","Oct",13.15
"7757","pH",2002-10-15,2002,"pH","Oct",8.34
"7758","Dissolved Oxygen",2002-10-15,2002,"mg/L","Oct",12.85
"7759","Temperature, water",2002-10-15,2002,"deg C","Oct",8.11
"7760","Temperature, water",2002-10-15,2002,"deg C","Oct",11
"7761","Temperature, water",2002-10-15,2002,"deg C","Oct",13.8
"7762","Temperature, water",2002-10-15,2002,"deg C","Oct",9.7
"7763","Temperature, water",2002-10-15,2002,"deg C","Oct",9.9
"7764","Temperature, water",2002-10-15,2002,"deg C","Oct",10.8
"7765","Temperature, water",2002-10-15,2002,"deg C","Oct",13.4
"7766","pH",2014-10-28,2014,"pH","Oct",7.28
"7767","Temperature, water",2014-10-28,2014,"deg C","Oct",8.87
"7768","Dissolved Oxygen",2014-10-28,2014,"mg/L","Oct",10.17
"7769","pH",2014-10-28,2014,"pH","Oct",7.35
"7770","Temperature, water",2014-10-28,2014,"deg C","Oct",10.34
"7771","Dissolved Oxygen",2014-10-28,2014,"mg/L","Oct",10.34
"7772","pH",2014-10-28,2014,"pH","Oct",7.65
"7773","Temperature, water",2014-10-28,2014,"deg C","Oct",8.88
"7774","Dissolved Oxygen",2014-10-28,2014,"mg/L","Oct",10.87
"7775","pH",2014-10-28,2014,"pH","Oct",7.88
"7776","Temperature, water",2014-10-28,2014,"deg C","Oct",9.29
"7777","Dissolved Oxygen",2014-10-28,2014,"mg/L","Oct",11.24
"7778","pH",2014-10-28,2014,"pH","Oct",7.92
"7779","Temperature, water",2014-10-28,2014,"deg C","Oct",9.46
"7780","Dissolved Oxygen",2014-10-28,2014,"mg/L","Oct",11.28
"7781","pH",2002-11-19,2002,"pH","Nov",7.66
"7782","Dissolved Oxygen",2002-11-19,2002,"mg/L","Nov",12
"7783","Temperature, water",2002-11-19,2002,"deg C","Nov",7.34
"7784","Dissolved Oxygen",2002-11-19,2002,"mg/L","Nov",11.26
"7785","pH",2002-11-19,2002,"pH","Nov",7.26
"7786","Dissolved Oxygen",2002-11-19,2002,"mg/L","Nov",11.06
"7787","Temperature, water",2002-11-19,2002,"deg C","Nov",8.27
"7788","Temperature, water",2002-11-19,2002,"deg C","Nov",7.76
"7789","Dissolved Oxygen",2002-11-19,2002,"mg/L","Nov",12.45
"7790","pH",2002-11-19,2002,"pH","Nov",7.99
"7791","pH",2002-11-19,2002,"pH","Nov",8.21
"7792","Temperature, water",2002-11-19,2002,"deg C","Nov",8.2
"7793","Dissolved Oxygen",2002-11-19,2002,"mg/L","Nov",11.8
"7794","Dissolved Oxygen",2002-11-19,2002,"mg/L","Nov",12.67
"7795","Temperature, water",2002-11-19,2002,"deg C","Nov",8.53
"7796","Dissolved Oxygen",2002-11-19,2002,"mg/L","Nov",12.66
"7797","pH",2002-11-19,2002,"pH","Nov",8.28
"7798","pH",2014-12-09,2014,"pH","Dec",7.44
"7799","Temperature, water",2014-12-09,2014,"deg C","Dec",4.97
"7800","Dissolved Oxygen",2014-12-09,2014,"mg/L","Dec",11.06
"7801","pH",2014-12-09,2014,"pH","Dec",7.91
"7802","Temperature, water",2014-12-09,2014,"deg C","Dec",4.93
"7803","Dissolved Oxygen",2014-12-09,2014,"mg/L","Dec",11.38
"7804","pH",2014-12-09,2014,"pH","Dec",7.7
"7805","Temperature, water",2014-12-09,2014,"deg C","Dec",6.03
"7806","Dissolved Oxygen",2014-12-09,2014,"mg/L","Dec",11.06
"7807","pH",2014-12-09,2014,"pH","Dec",7.77
"7808","Temperature, water",2014-12-09,2014,"deg C","Dec",5.62
"7809","Dissolved Oxygen",2014-12-09,2014,"mg/L","Dec",11.45
"7810","pH",2014-12-09,2014,"pH","Dec",7.74
"7811","Temperature, water",2014-12-09,2014,"deg C","Dec",5.63
"7812","Dissolved Oxygen",2014-12-09,2014,"mg/L","Dec",11.48
"7813","Dissolved Oxygen",1992-01-06,1992,"mg/L","Jan",11.9
"7814","Dissolved Oxygen",1991-01-07,1991,"mg/L","Jan",13.5
"7815","Dissolved Oxygen",1997-01-13,1997,"mg/L","Jan",13.2
"7816","Chlorophyll",2003-01-14,2003,"ug/L","Jan",1.2
"7817","Chlorophyll",2003-01-14,2003,"ug/L","Jan",1.8
"7818","Dissolved Oxygen",1992-02-03,1992,"mg/L","Feb",12.1
"7819","Dissolved Oxygen",1997-02-03,1997,"mg/L","Feb",12.6
"7820","Dissolved Oxygen",1992-03-02,1992,"mg/L","Mar",11.3
"7821","Dissolved Oxygen",1997-03-03,1997,"mg/L","Mar",12.4
"7822","Dissolved Oxygen",1991-03-04,1991,"mg/L","Mar",11.1
"7823","Chlorophyll",2003-03-11,2003,"ug/L","Mar",2.1
"7824","Dissolved Oxygen",1991-04-01,1991,"mg/L","Apr",10.3
"7825","Dissolved Oxygen",1992-04-06,1992,"mg/L","Apr",12.3
"7826","Dissolved Oxygen",1997-04-07,1997,"mg/L","Apr",11.7
"7827","Chlorophyll",2003-04-07,2003,"ug/L","Apr",0.84
"7828","Chlorophyll",2003-04-07,2003,"ug/L","Apr",0.81
"7829","Chlorophyll",2003-04-21,2003,"ug/L","Apr",6.5
"7830","Chlorophyll",2003-04-21,2003,"ug/L","Apr",5.6
"7831","Chlorophyll",2003-04-21,2003,"ug/L","Apr",7.5
"7832","Chlorophyll",2003-04-21,2003,"ug/L","Apr",9.1
"7833","Chlorophyll",2003-04-21,2003,"ug/L","Apr",4.8
"7834","Dissolved Oxygen",1997-05-05,1997,"mg/L","May",11.3
"7835","Chlorophyll",2003-05-26,2003,"ug/L","May",4.3
"7836","Chlorophyll",2003-05-26,2003,"ug/L","May",10.5
"7837","Chlorophyll",2003-05-26,2003,"ug/L","May",7.8
"7838","Chlorophyll",2003-05-26,2003,"ug/L","May",13.2
"7839","Chlorophyll",2003-05-26,2003,"ug/L","May",13.2
"7840","Dissolved Oxygen",1992-06-01,1992,"mg/L","Jun",9.2
"7841","Dissolved Oxygen",1997-06-02,1997,"mg/L","Jun",10
"7842","Chlorophyll",2003-06-23,2003,"ug/L","Jun",4.4
"7843","Chlorophyll",2003-06-23,2003,"ug/L","Jun",2.9
"7844","Chlorophyll",2003-06-23,2003,"ug/L","Jun",5.3
"7845","Chlorophyll",2003-06-23,2003,"ug/L","Jun",13.6
"7846","Chlorophyll",2003-06-23,2003,"ug/L","Jun",5
"7847","Chlorophyll",2002-06-25,2002,"ug/L","Jun",3.7
"7848","Chlorophyll",2002-06-25,2002,"ug/L","Jun",0.83
"7849","Chlorophyll",2002-06-25,2002,"ug/L","Jun",2.5
"7850","Chlorophyll",2002-06-25,2002,"ug/L","Jun",1.7
"7851","Dissolved Oxygen",1997-07-07,1997,"mg/L","Jul",9.5
"7852","Dissolved Oxygen",1991-07-08,1991,"mg/L","Jul",8.7
"7853","Chlorophyll",2002-07-09,2002,"ug/L","Jul",1.6
"7854","Chlorophyll",2002-07-09,2002,"ug/L","Jul",1
"7855","Chlorophyll",2002-07-09,2002,"ug/L","Jul",2.7
"7856","Chlorophyll",2002-07-09,2002,"ug/L","Jul",3.4
"7857","Chlorophyll",2002-07-30,2002,"ug/L","Jul",2
"7858","Chlorophyll",2002-07-30,2002,"ug/L","Jul",1.2
"7859","Chlorophyll",2002-07-30,2002,"ug/L","Jul",2
"7860","Chlorophyll",2002-07-30,2002,"ug/L","Jul",5.3
"7861","Chlorophyll",2002-07-30,2002,"ug/L","Jul",4.8
