"","applied_amount","measurement_unit","applied_date","applied_year","practice_code","practice_name","program","land_use","land_unit_id","land_unit_acres","huc12","affiliate_type","land_unit_has_multiple_instances_of_same_practice_code","land_unit_has_multiple_instances_of_same_practice_code_applied_the_same_year","duplicates_id_yr_code","duplicates_id_yr_code_amt","flagged_for_removal"
"6358",4.1,"Ac",2023-09-01,2023,"WQL13","High level Integrated Pest Management to reduce pesticide environmental risk","CStwP","Crop","{B9E390AD-243A-4AA1-9122-DB2EBC224D81}",4.1,"170701020501","NRCS","yes","yes",1,1,0
"6359",39,"Ac",2011-09-13,2011,"472","Access Control","EQIP","Forest","{B9F42D7D-20B2-4149-A1BC-956DE74438EC}",39,"170601070606","NRCS","yes","no",1,1,0
"6360",39,"Ac",2012-07-17,2012,"472","Access Control","EQIP","Forest","{B9F42D7D-20B2-4149-A1BC-956DE74438EC}",39,"170601070606","NRCS","yes","no",1,1,0
"6361",17.1,"Ac",2020-09-01,2020,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{BA053788-B15D-4198-BE35-1D0AADD76FD3}",16.82,"170701020308","NRCS","no","no",1,1,0
"6362",17.1,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{BA053788-B15D-4198-BE35-1D0AADD76FD3}",16.82,"170701020308","NRCS","yes","no",1,1,0
"6363",17.1,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{BA053788-B15D-4198-BE35-1D0AADD76FD3}",16.82,"170701020308","NRCS","yes","no",1,1,0
"6364",17.1,"Ac",2015-10-01,2016,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{BA053788-B15D-4198-BE35-1D0AADD76FD3}",16.82,"170701020308","NRCS","yes","yes",1,1,0
"6365",43.7,"Ac",2008-10-30,2009,"327","Conservation Cover","CRP","Crop","{BA21F6B4-A480-4EB4-B342-01D5AA4D3A8C}",43.7,"170601070504","NRCS","yes","no",1,1,0
"6366",43.7,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{BA21F6B4-A480-4EB4-B342-01D5AA4D3A8C}",43.7,"170601070504","NRCS","yes","no",1,1,0
"6367",43.7,"Ac",2008-10-30,2009,"472","Access Control","CRP","Crop","{BA21F6B4-A480-4EB4-B342-01D5AA4D3A8C}",43.7,"170601070504","NRCS","no","no",1,1,0
"6368",43.7,"Ac",2008-10-30,2009,"645","Upland Wildlife Habitat Management","CRP","Crop","{BA21F6B4-A480-4EB4-B342-01D5AA4D3A8C}",43.7,"170601070504","NRCS","no","no",1,1,0
"6369",200.6,"Ac",2008-12-02,2009,"590","Nutrient Management","EQIP","Crop","{BA36DD2C-E0E4-4E7A-B397-D77D7D0E35CD}",200.6,"170701020601","NRCS","yes","no",1,1,0
"6370",200.6,"Ac",2010-11-01,2011,"590","Nutrient Management","EQIP","Crop","{BA36DD2C-E0E4-4E7A-B397-D77D7D0E35CD}",200.6,"170701020601","NRCS","yes","no",1,1,0
"6371",200.6,"Ac",2008-12-02,2009,"595","Pest Management Conservation System","EQIP","Crop","{BA36DD2C-E0E4-4E7A-B397-D77D7D0E35CD}",200.6,"170701020601","NRCS","yes","no",1,1,0
"6372",200.6,"Ac",2010-04-27,2010,"595","Pest Management Conservation System","EQIP","Crop","{BA36DD2C-E0E4-4E7A-B397-D77D7D0E35CD}",200.6,"170701020601","NRCS","yes","no",1,1,0
"6373",7,"Ac",2010-10-30,2011,"327","Conservation Cover","CRP","Crop","{BA40DF4B-E045-4781-8EEC-76E4ED43C0B1}",7,"170601070805","NRCS","yes","no",1,1,0
"6374",7,"Ac",2015-10-30,2016,"327","Conservation Cover","CRP","Crop","{BA40DF4B-E045-4781-8EEC-76E4ED43C0B1}",7,"170601070805","NRCS","yes","no",1,1,0
"6375",7,"Ac",2010-10-30,2011,"472","Access Control","CRP","Crop","{BA40DF4B-E045-4781-8EEC-76E4ED43C0B1}",7,"170601070805","NRCS","no","no",1,1,0
"6376",7,"Ac",2010-10-30,2011,"645","Upland Wildlife Habitat Management","CRP","Crop","{BA40DF4B-E045-4781-8EEC-76E4ED43C0B1}",7,"170601070805","NRCS","no","no",1,1,0
"6377",1,"Ac",2017-01-17,2017,"327","Conservation Cover","CRP","Crop","{BA42E957-FB05-46BA-A09F-615120AAA3EC}",1,"170601070806","NRCS","yes","yes",1,1,0
"6378",1,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{BA42E957-FB05-46BA-A09F-615120AAA3EC}",1,"170601070806","NRCS","no","no",1,1,0
"6379",0.7,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Forest","{BA80D790-7F13-4148-A362-984CC88FF3B1}",0.68,"170701020402","NRCS","yes","no",1,1,0
"6380",0.7,"Ac",2017-02-01,2017,"327","Conservation Cover","CRP","Forest","{BA80D790-7F13-4148-A362-984CC88FF3B1}",0.68,"170701020402","NRCS","yes","no",1,1,0
"6381",0.7,"Ac",2011-10-30,2012,"472","Access Control","CRP","Forest","{BA80D790-7F13-4148-A362-984CC88FF3B1}",0.68,"170701020402","NRCS","no","no",1,1,0
"6382",0.7,"Ac",2013-10-30,2014,"645","Upland Wildlife Habitat Management","CRP","Forest","{BA80D790-7F13-4148-A362-984CC88FF3B1}",0.68,"170701020402","NRCS","no","no",1,1,0
"6383",6.4,"Ac",2006-10-30,2007,"327","Conservation Cover","CRP","Crop","{BA924933-2AAA-4541-A27A-9B6E4B80EC81}",6.4,"170701020306","NRCS","yes","no",1,1,0
"6384",6.4,"Ac",2012-10-30,2013,"327","Conservation Cover","CRP","Crop","{BA924933-2AAA-4541-A27A-9B6E4B80EC81}",6.4,"170701020306","NRCS","yes","no",1,1,0
"6385",6.4,"Ac",2006-10-30,2007,"472","Access Control","CRP","Crop","{BA924933-2AAA-4541-A27A-9B6E4B80EC81}",6.4,"170701020306","NRCS","no","no",1,1,0
"6386",6.4,"Ac",2006-10-30,2007,"645","Upland Wildlife Habitat Management","CRP","Crop","{BA924933-2AAA-4541-A27A-9B6E4B80EC81}",6.4,"170701020306","NRCS","no","no",1,1,0
"6387",3.2,"Ac",2023-03-29,2023,"384","Woody Residue Treatment","EQIP","Forest","{BAD26470-0086-4F22-B9EE-4A32E90763AE}",3.2,"170701020302","Other source","no","no",1,1,0
"6388",3.2,"Ac",2023-03-29,2023,"660","Tree-Shrub Pruning","EQIP","Forest","{BAD26470-0086-4F22-B9EE-4A32E90763AE}",3.2,"170701020302","Other source","no","no",1,1,0
"6389",3.2,"Ac",2023-03-29,2023,"666","Forest Stand Improvement","EQIP","Forest","{BAD26470-0086-4F22-B9EE-4A32E90763AE}",3.2,"170701020302","Other source","no","no",1,1,0
"6390",1,"No",2012-06-20,2012,"106","Forest Management Plan","EQIP","Forest","{BADF0479-B065-4EBE-8100-6D21CC3400DE}",26,"170701020305","NRCS","no","no",1,1,0
"6391",4000,"SqFt",2023-09-22,2023,"373","Dust Control on Unpaved Roads and Surfaces","CStwP","Associated Ag Land","{BAE16EFE-75FF-409B-8C14-4C4B66178ED9}",4.1,"170601100102","NRCS","no","no",1,1,0
"6392",8.6,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{BAF6B3CA-56E5-496F-B26B-8636A3EFA240}",8.6,"170601100101","NRCS","yes","no",1,1,0
"6393",8.6,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{BAF6B3CA-56E5-496F-B26B-8636A3EFA240}",8.6,"170601100101","NRCS","yes","no",1,1,0
"6394",20.1,"Ac",2022-09-14,2022,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{BB03EA37-1859-4E57-B13D-B54D11BAA635}",20.1,"170601100102","NRCS","yes","yes",1,1,0
"6395",20.1,"Ac",2022-09-14,2022,"590","Nutrient Management","CTA-GENRL","Crop","{BB03EA37-1859-4E57-B13D-B54D11BAA635}",20.1,"170601100102","NRCS","yes","no",1,1,0
"6396",20.1,"Ac",2023-09-15,2023,"590","Nutrient Management","CTA-GENRL","Crop","{BB03EA37-1859-4E57-B13D-B54D11BAA635}",20.1,"170601100102","NRCS","yes","no",1,1,0
"6397",20.1,"Ac",2022-09-14,2022,"595","Pest Management Conservation System","CTA-GENRL","Crop","{BB03EA37-1859-4E57-B13D-B54D11BAA635}",20.1,"170601100102","NRCS","yes","no",1,1,0
"6398",20.1,"Ac",2023-09-15,2023,"595","Pest Management Conservation System","CTA-GENRL","Crop","{BB03EA37-1859-4E57-B13D-B54D11BAA635}",20.1,"170601100102","NRCS","yes","no",1,1,0
"6399",20.1,"Ac",2023-09-22,2023,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{BB03EA37-1859-4E57-B13D-B54D11BAA635}",20.1,"170601100102","NRCS","no","no",1,1,0
"6400",20.1,"Ac",2023-09-22,2023,"E595A","Reduce risk of pesticides in surface water by utilizing precision pesticide application techniques","CStwP","Crop","{BB03EA37-1859-4E57-B13D-B54D11BAA635}",20.1,"170601100102","NRCS","no","no",1,1,0
"6401",10.2,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{BB282E10-7CCC-485F-9227-640BC5860FC6}",10.2,"170601070805","NRCS","yes","yes",1,1,0
"6402",10.2,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{BB282E10-7CCC-485F-9227-640BC5860FC6}",10.2,"170601070805","NRCS","no","no",1,1,0
"6403",8.2,"Ac",2017-02-01,2017,"327","Conservation Cover","CRP","Crop","{BB7E894A-7CDB-4E18-89B6-162BC9549F68}",8.2,"170601070703","NRCS","yes","yes",1,1,0
"6404",8.2,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{BB7E894A-7CDB-4E18-89B6-162BC9549F68}",8.2,"170601070703","NRCS","no","no",1,1,0
"6405",41.4,"Ac",2006-09-18,2006,"329","Residue and Tillage Management, No Till","EQIP","Crop","{BB8F14C8-F3D4-408B-89A9-6BC84FEA5899}",41.4,"170601070506","NRCS","yes","no",1,1,0
"6406",41.4,"Ac",2008-10-07,2009,"329","Residue and Tillage Management, No Till","EQIP","Crop","{BB8F14C8-F3D4-408B-89A9-6BC84FEA5899}",41.4,"170601070506","NRCS","yes","no",1,1,0
"6407",179,"Ac",2006-10-31,2007,"329","Residue and Tillage Management, No Till","EQIP","Crop","{BB9256A4-50ED-48F1-9AE1-B245282088BE}",179,"170701020504","NRCS","yes","no",1,1,0
"6408",69.7,"Ac",2009-03-31,2009,"329","Residue and Tillage Management, No Till","EQIP","Crop","{BB9256A4-50ED-48F1-9AE1-B245282088BE}",179,"170701020504","NRCS","yes","no",1,1,0
"6409",179,"Ac",2011-06-03,2011,"329","Residue and Tillage Management, No Till","CTA-GENRL","Crop","{BB9256A4-50ED-48F1-9AE1-B245282088BE}",179,"170701020504","NRCS","yes","no",1,1,0
"6410",248.7,"Ac",2011-10-18,2012,"329","Residue and Tillage Management, No Till","EQIP","Crop","{BB9256A4-50ED-48F1-9AE1-B245282088BE}",179,"170701020504","NRCS","yes","yes",1,1,0
"6411",1.1,"Ac",2010-10-30,2011,"327","Conservation Cover","CRP","Associated Ag Land","{BBA8F208-B682-4D79-A9DF-1D4B7E8C1829}",1.1,"170701020402","NRCS","yes","no",1,1,0
"6412",1.1,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Associated Ag Land","{BBA8F208-B682-4D79-A9DF-1D4B7E8C1829}",1.1,"170701020402","NRCS","yes","no",1,1,0
"6413",1.1,"Ac",2010-10-30,2011,"472","Access Control","CRP","Associated Ag Land","{BBA8F208-B682-4D79-A9DF-1D4B7E8C1829}",1.1,"170701020402","NRCS","no","no",1,1,0
"6414",1.1,"Ac",2010-10-30,2011,"645","Upland Wildlife Habitat Management","CRP","Associated Ag Land","{BBA8F208-B682-4D79-A9DF-1D4B7E8C1829}",1.1,"170701020402","NRCS","no","no",1,1,0
"6415",520.1,"Ac",2021-08-30,2021,"345","Residue and Tillage Management, Reduced Till","EQIP","Crop","{BBB53562-707C-45BA-99F4-EB4B7DB647E3}",520.1,"170701020403","Other source","yes","no",1,1,0
"6416",520.1,"Ac",2022-09-30,2022,"345","Residue and Tillage Management, Reduced Till","EQIP","Crop","{BBB53562-707C-45BA-99F4-EB4B7DB647E3}",520.1,"170701020403","Other source","yes","no",1,1,0
"6417",520.1,"Ac",2023-09-15,2023,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{BBB53562-707C-45BA-99F4-EB4B7DB647E3}",520.1,"170701020403","NRCS","yes","yes",1,1,0
"6418",520.1,"Ac",2023-09-15,2023,"590","Nutrient Management","CTA-GENRL","Crop","{BBB53562-707C-45BA-99F4-EB4B7DB647E3}",520.1,"170701020403","NRCS","no","no",1,1,0
"6419",486.6,"Ac",2023-09-28,2023,"328","Conservation Crop Rotation","CTA-GENRL","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","yes",1,1,0
"6420",486.6,"Ac",2020-09-21,2020,"E345106Z","Reduced tillage  to increase soil health and soil organic matter content","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6421",486.6,"Ac",2021-09-09,2021,"E345106Z","Reduced tillage  to increase soil health and soil organic matter content","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6422",486.6,"Ac",2022-09-19,2022,"E345106Z","Reduced tillage  to increase soil health and soil organic matter content","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6423",486.6,"Ac",2023-08-21,2023,"E345106Z","Reduced tillage  to increase soil health and soil organic matter content","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6424",486.6,"Ac",2020-09-21,2020,"E590130Z","Improving nutrient uptake efficiency and reducing risks to air quality - emissions of GHGs","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6425",486.6,"Ac",2021-09-09,2021,"E590130Z","Improving nutrient uptake efficiency and reducing risks to air quality - emissions of GHGs","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6426",486.6,"Ac",2022-09-19,2022,"E590130Z","Improving nutrient uptake efficiency and reducing risks to air quality - emissions of GHGs","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6427",486.6,"Ac",2023-08-21,2023,"E590130Z","Improving nutrient uptake efficiency and reducing risks to air quality - emissions of GHGs","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6428",486.6,"Ac",2020-09-21,2020,"E595129Z","Reduce ozone precursor emissions related to pesticides by utilizing IPM PAMS techniques","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6429",486.6,"Ac",2021-09-09,2021,"E595129Z","Reduce ozone precursor emissions related to pesticides by utilizing IPM PAMS techniques","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6430",486.6,"Ac",2022-09-19,2022,"E595129Z","Reduce ozone precursor emissions related to pesticides by utilizing IPM PAMS techniques","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6431",486.6,"Ac",2023-08-21,2023,"E595129Z","Reduce ozone precursor emissions related to pesticides by utilizing IPM PAMS techniques","CStwP","Crop","{BBCD2F09-3BFA-4990-9865-D7F621DC9228}",486.6,"170601070806","NRCS","yes","no",1,1,0
"6432",71.1,"Ac",2011-08-24,2011,"327","Conservation Cover","CRP","Crop","{BBF416E6-7572-4EE2-8EC7-61C1315D50C5}",71.1,"170601100101","NRCS","yes","no",1,1,0
"6433",71.1,"Ac",2017-01-10,2017,"327","Conservation Cover","CRP","Crop","{BBF416E6-7572-4EE2-8EC7-61C1315D50C5}",71.1,"170601100101","NRCS","yes","no",1,1,0
"6434",71.1,"Ac",2011-08-24,2011,"472","Access Control","CRP","Crop","{BBF416E6-7572-4EE2-8EC7-61C1315D50C5}",71.1,"170601100101","NRCS","no","no",1,1,0
"6435",71.1,"Ac",2011-08-24,2011,"645","Upland Wildlife Habitat Management","CRP","Crop","{BBF416E6-7572-4EE2-8EC7-61C1315D50C5}",71.1,"170601100101","NRCS","no","no",1,1,0
"6436",27,"Ac",2008-10-30,2009,"327","Conservation Cover","CRP","Crop","{BC009165-84CD-4E1C-83FD-557BA6BE2696}",27,"170601070505","NRCS","yes","no",1,1,0
"6437",27,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{BC009165-84CD-4E1C-83FD-557BA6BE2696}",27,"170601070505","NRCS","yes","no",1,1,0
"6438",27,"Ac",2008-10-30,2009,"472","Access Control","CRP","Crop","{BC009165-84CD-4E1C-83FD-557BA6BE2696}",27,"170601070505","NRCS","no","no",1,1,0
"6439",27,"Ac",2008-10-30,2009,"645","Upland Wildlife Habitat Management","CRP","Crop","{BC009165-84CD-4E1C-83FD-557BA6BE2696}",27,"170601070505","NRCS","no","no",1,1,0
"6440",19.6,"Ac",2022-08-31,2022,"327","Conservation Cover","CRP","Crop","{BC13FF17-BD65-4F12-9070-10B8E690F44B}",19.6,"170601070804","NRCS","yes","yes",1,1,0
"6441",19.6,"Ac",2022-08-31,2022,"472","Access Control","CRP","Crop","{BC13FF17-BD65-4F12-9070-10B8E690F44B}",19.6,"170601070804","NRCS","no","no",1,1,0
"6442",19.6,"Ac",2022-08-31,2022,"645","Upland Wildlife Habitat Management","CRP","Crop","{BC13FF17-BD65-4F12-9070-10B8E690F44B}",19.6,"170601070804","NRCS","no","no",1,1,0
"6443",3.2,"Ac",2006-09-22,2006,"391","Riparian Forest Buffer","CRP","Other Rural Land","{BC148245-DDD0-40A5-B613-C564324A395E}",3.2,"170701020307","NRCS","no","no",1,1,0
"6444",3.2,"Ac",2006-09-22,2006,"472","Access Control","CRP","Other Rural Land","{BC148245-DDD0-40A5-B613-C564324A395E}",3.2,"170701020307","NRCS","no","no",1,1,0
"6445",1,"Ac",2006-09-22,2006,"484","Mulching","CRP","Other Rural Land","{BC148245-DDD0-40A5-B613-C564324A395E}",3.2,"170701020307","NRCS","no","no",1,1,0
"6446",3.2,"Ac",2005-10-30,2006,"595","Pest Management Conservation System","CRP","Other Rural Land","{BC148245-DDD0-40A5-B613-C564324A395E}",3.2,"170701020307","NRCS","no","no",1,1,0
"6447",1,"Ac",2006-09-22,2006,"612","Tree/Shrub Establishment","CRP","Other Rural Land","{BC148245-DDD0-40A5-B613-C564324A395E}",3.2,"170701020307","NRCS","no","no",1,1,0
"6448",3.2,"Ac",2006-09-22,2006,"645","Upland Wildlife Habitat Management","CRP","Other Rural Land","{BC148245-DDD0-40A5-B613-C564324A395E}",3.2,"170701020307","NRCS","no","no",1,1,0
"6449",0.8,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{BC240BCF-54A8-4302-AB57-3DDDD8EE7EF1}",0.8,"170601070607","NRCS","yes","no",1,1,0
"6450",0.8,"Ac",2017-01-25,2017,"327","Conservation Cover","CRP","Crop","{BC240BCF-54A8-4302-AB57-3DDDD8EE7EF1}",0.8,"170601070607","NRCS","yes","no",1,1,0
"6451",0.8,"Ac",2011-10-30,2012,"472","Access Control","CRP","Crop","{BC240BCF-54A8-4302-AB57-3DDDD8EE7EF1}",0.8,"170601070607","NRCS","no","no",1,1,0
"6452",0.8,"Ac",2013-10-30,2014,"645","Upland Wildlife Habitat Management","CRP","Crop","{BC240BCF-54A8-4302-AB57-3DDDD8EE7EF1}",0.8,"170601070607","NRCS","no","no",1,1,0
"6453",0.9,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{BC2A4000-4068-4AED-8C2A-B4F6E66DC1E9}",0.92,"170701020307","NRCS","yes","no",1,1,0
"6454",0.9,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{BC2A4000-4068-4AED-8C2A-B4F6E66DC1E9}",0.92,"170701020307","NRCS","yes","no",1,1,0
"6455",0.9,"Ac",2015-10-01,2016,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{BC2A4000-4068-4AED-8C2A-B4F6E66DC1E9}",0.92,"170701020307","NRCS","yes","yes",1,1,0
"6456",20.9,"Ac",2022-07-05,2022,"327","Conservation Cover","CTA-GENRL","Crop","{BC787827-FA11-4832-8DFA-7A342C789B8F}",20.96,"170701020308","NRCS","yes","yes",1,1,0
"6457",20.9,"Ac",2022-07-05,2022,"472","Access Control","CTA-GENRL","Crop","{BC787827-FA11-4832-8DFA-7A342C789B8F}",20.96,"170701020308","NRCS","yes","yes",1,1,0
"6458",1.8,"Ac",2006-09-22,2006,"391","Riparian Forest Buffer","CRP","Other Rural Land","{BCD10339-D639-4339-815E-1BE3C9894207}",1,"170701020307","NRCS","no","no",1,1,0
"6459",1.8,"Ac",2006-09-22,2006,"472","Access Control","CRP","Other Rural Land","{BCD10339-D639-4339-815E-1BE3C9894207}",1,"170701020307","NRCS","no","no",1,1,0
"6460",1,"Ac",2005-10-30,2006,"595","Pest Management Conservation System","CRP","Other Rural Land","{BCD10339-D639-4339-815E-1BE3C9894207}",1,"170701020307","NRCS","no","no",1,1,0
"6461",1,"Ac",2006-09-22,2006,"612","Tree/Shrub Establishment","CRP","Other Rural Land","{BCD10339-D639-4339-815E-1BE3C9894207}",1,"170701020307","NRCS","no","no",1,1,0
"6462",1.8,"Ac",2006-09-22,2006,"645","Upland Wildlife Habitat Management","CRP","Other Rural Land","{BCD10339-D639-4339-815E-1BE3C9894207}",1,"170701020307","NRCS","no","no",1,1,0
"6463",8.5,"Ac",2017-02-01,2017,"327","Conservation Cover","CRP","Crop","{BCD92098-6800-4E92-82F2-9661F8334143}",8.5,"170601070703","NRCS","yes","yes",1,1,0
"6464",8.5,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{BCD92098-6800-4E92-82F2-9661F8334143}",8.5,"170601070703","NRCS","no","no",1,1,0
"6465",20.2,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{BCE15421-8885-4C6D-8D2D-DC0D5DE2DC1A}",20.2,"170601100101","NRCS","yes","no",1,1,0
"6466",20.2,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{BCE15421-8885-4C6D-8D2D-DC0D5DE2DC1A}",20.2,"170601100101","NRCS","yes","no",1,1,0
"6467",104.2,"Ac",2008-04-14,2008,"329","Residue and Tillage Management, No Till","CTA-GENRL","Crop","{BCE4ECD5-E94C-4B36-8174-71186F069010}",104.2,"170701020503","NRCS","yes","yes",1,1,0
"6468",104.2,"Ac",2009-06-06,2009,"329","Residue and Tillage Management, No Till","CTA-GENRL","Crop","{BCE4ECD5-E94C-4B36-8174-71186F069010}",104.2,"170701020503","NRCS","yes","no",1,1,0
"6469",104.2,"Ac",2005-11-14,2006,"329A","Residue Management, No-Till/Strip Till","CTA-GENRL","Crop","{BCE4ECD5-E94C-4B36-8174-71186F069010}",104.2,"170701020503","NRCS","yes","no",1,1,0
